step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
799,3274104,6392,0.006168737412421625,0.75,0.75,,,,,
800,3277504,6400,0.010311418496486618,0.75,0.75,,,,,
801,3281224,6408,0.004280461235187947,1.0,1.0,0.009039569743767639,0.75,0.75,,
802,3286288,6416,0.004443293612048477,0.875,0.875,,,,,
803,3289752,6424,0.009405092650393035,0.875,0.875,,,,,
804,3294048,6432,0.010647254331830863,0.625,0.625,,,,,
805,3297832,6440,0.007873385276107626,0.875,0.875,,,,,
806,3301040,6448,0.004405144064988745,1.0,1.0,,,,,
807,3305144,6456,0.0063657126921715605,0.875,0.875,,,,,
808,3309376,6464,0.008140202442464734,0.875,0.875,,,,,
809,3313352,6472,0.00980723092949196,0.875,0.875,0.012677521093860408,0.75,0.75,,
810,3316176,6480,0.009228274681769821,0.75,0.75,,,,,
811,3321368,6488,0.0071321007652209506,0.625,0.625,,,,,
812,3327520,6496,0.008298675869634654,0.875,0.875,,,,,
813,3331624,6504,0.006125079196026836,0.75,0.75,,,,,
814,3334640,6512,0.006203126500858521,0.5,0.5,,,,,
815,3337528,6520,0.008903396386142133,0.625,0.625,,,,,
816,3342144,6528,0.006762161130878185,1.0,1.0,,,,,
817,3346248,6536,0.0057258237493013585,0.75,0.75,0.009665012240410189,0.625,0.625,,
818,3349968,6544,0.007694968535619261,0.5,0.5,,,,,
819,3353240,6552,0.010851492299371504,0.75,0.75,,,,,
820,3356384,6560,0.008811278652766447,0.75,0.75,,,,,
821,3361256,6568,0.00817776431588957,0.375,0.375,,,,,
822,3366192,6576,0.0059462091800786395,0.875,0.875,,,,,
823,3370616,6584,0.009253719151120148,0.5,0.5,,,,,
824,3374784,6592,0.0061857999556334765,0.875,0.875,,,,,
825,3378248,6600,0.009326541134595507,0.875,0.875,0.005445279051288926,0.75,0.75,,
826,3382416,6608,0.00905715349891205,0.875,0.875,,,,,
827,3386456,6616,0.006137416563351822,1.0,1.0,,,,,
828,3392032,6624,0.0051727552988029574,1.0,1.0,,,,,
829,3396392,6632,0.008128463384775774,0.875,0.875,,,,,
830,3399920,6640,0.008655092147044272,0.875,0.875,,,,,
831,3404536,6648,0.008961650945216483,0.875,0.875,,,,,
832,3409408,6656,0.006861963035534783,0.75,0.75,,,,,
833,3415240,6664,0.00893168110491599,0.5,0.5,0.0036036711938258587,1.0,1.0,,
834,3419664,6672,0.006428887741493606,0.625,0.625,,,,,
835,3423704,6680,0.007333016116866166,0.625,0.625,,,,,
836,3428000,6688,0.008540294308331576,0.75,0.75,,,,,
837,3431720,6696,0.006479278967554271,0.75,0.75,,,,,
838,3436016,6704,0.00825788543798806,0.75,0.75,,,,,
839,3439480,6712,0.008886660246970051,1.0,1.0,,,,,
840,3444032,6720,0.006631005913879263,0.875,0.875,,,,,
841,3449928,6728,0.006582861938536185,0.625,0.625,0.00781178846897703,0.875,0.875,,
842,3454160,6736,0.0058483327975970825,0.875,0.875,,,,,
843,3457816,6744,0.007404660904239862,0.875,0.875,,,,,
844,3462112,6752,0.006104318104541325,0.875,0.875,,,,,
845,3464936,6760,0.006973277064348457,0.875,0.875,,,,,
846,3469232,6768,0.005206366313199515,0.75,0.75,,,,,
847,3472440,6776,0.006968408278665787,0.875,0.875,,,,,
848,3477824,6784,0.005740396938676237,0.75,0.75,,,,,
849,3482248,6792,0.0054176566740621055,0.625,0.625,0.0047866776598637405,1.0,1.0,,
850,3485392,6800,0.007158103989808578,0.75,0.75,,,,,
851,3488792,6808,0.005487219917700116,0.875,0.875,,,,,
852,3492128,6816,0.00813482920428041,0.875,0.875,,,,,
853,3496168,6824,0.00705322776036892,0.75,0.75,,,,,
854,3500080,6832,0.008053157237655394,0.875,0.875,,,,,
855,3506040,6840,0.005299926010413203,0.875,0.875,,,,,
856,3511040,6848,0.004535210877295771,1.0,1.0,,,,,
857,3514760,6856,0.006615990594431704,0.75,0.75,0.007299851479036999,0.625,0.625,,
858,3519120,6864,0.005772870621899044,1.0,1.0,,,,,
859,3523480,6872,0.011574598975734773,0.75,0.75,,,,,
860,3527392,6880,0.008024617659438335,0.625,0.625,,,,,
861,3531496,6888,0.00594797068317967,1.0,1.0,,,,,
862,3535920,6896,0.00729199776848093,0.875,0.875,,,,,
863,3539384,6904,0.0076783381687707975,0.625,0.625,,,,,
864,3544576,6912,0.0076349628016681,0.75,0.75,,,,,
865,3549448,6920,0.006278369111103853,0.625,0.625,0.008974269479102688,0.625,0.625,,
866,3553168,6928,0.009940885172370307,0.875,0.875,,,,,
867,3557592,6936,0.005331395869611515,0.875,0.875,,,,,
868,3561568,6944,0.009462196440584745,0.625,0.625,,,,,
869,3565864,6952,0.00735484294170571,0.625,0.625,,,,,
870,3569648,6960,0.00907150924070717,0.75,0.75,,,,,
871,3574584,6968,0.006412281294145649,0.875,0.875,,,,,
872,3578240,6976,0.005094125458492513,1.0,1.0,,,,,
873,3582344,6984,0.008648243773809692,1.0,1.0,0.00547205104829543,1.0,1.0,,
874,3587024,6992,0.006566999757447256,0.875,0.875,,,,,
875,3592024,7000,0.006874590626262523,0.75,0.75,,,,,
876,3595680,7008,0.008549855646449682,0.625,0.625,,,,,
877,3598696,7016,0.008417518487324731,0.875,0.875,,,,,
878,3602480,7024,0.005153735124388255,1.0,1.0,,,,,
879,3606712,7032,0.007031807448721558,0.75,0.75,,,,,
880,3610496,7040,0.00871426335395465,0.875,0.875,,,,,
881,3613832,7048,0.006971703499598499,0.75,0.75,0.007194992258786178,0.75,0.75,,
882,3618512,7056,0.007197175693583044,0.75,0.75,,,,,
883,3624088,7064,0.006022297071805381,0.875,0.875,,,,,
884,3628192,7072,0.009307971889179124,0.625,0.625,,,,,
885,3631272,7080,0.008695823296329955,0.75,0.75,,,,,
886,3636144,7088,0.005149168269423764,0.75,0.75,,,,,
887,3641016,7096,0.004381937617853056,1.0,1.0,,,,,
888,3644544,7104,0.007384680358647841,0.625,0.625,,,,,
889,3647880,7112,0.010670661303649605,0.75,0.75,0.004363413858732683,1.0,1.0,,
890,3651152,7120,0.012135300815435174,0.75,0.75,,,,,
891,3655000,7128,0.0074008023116519635,0.875,0.875,,,,,
892,3658656,7136,0.012354247491968354,0.875,0.875,,,,,
893,3662120,7144,0.0070203200369665306,0.625,0.625,,,,,
894,3665968,7152,0.00734177158308836,0.75,0.75,,,,,
895,3669688,7160,0.00817516629723372,1.0,1.0,,,,,
896,3672896,7168,0.009848078184276871,0.625,0.625,,,,,
897,3678344,7176,0.008910635311773685,0.625,0.625,0.007632456958573316,0.75,0.75,,
898,3682000,7184,0.00894496285214316,0.75,0.75,,,,,
899,3687640,7192,0.005799791812693905,0.75,0.75,,,,,
900,3692064,7200,0.005899009755512746,0.875,0.875,,,,,
901,3694888,7208,0.010915397029286171,0.875,0.875,,,,,
902,3697456,7216,0.007213986953172037,0.75,0.75,,,,,
903,3702584,7224,0.005999983324554326,0.875,0.875,,,,,
904,3706304,7232,0.004892481016873721,0.875,0.875,,,,,
905,3711048,7240,0.005980571959324219,1.0,1.0,0.005522123283214343,1.0,1.0,,
906,3714256,7248,0.007497615346272333,0.75,0.75,,,,,
907,3717784,7256,0.007903213678091573,0.875,0.875,,,,,
908,3721120,7264,0.006144680134318819,1.0,1.0,,,,,
909,3724776,7272,0.01039969373493126,0.875,0.875,,,,,
910,3730416,7280,0.0034827935180316255,0.875,0.875,,,,,
911,3734520,7288,0.0037522248016293182,1.0,1.0,,,,,
912,3739008,7296,0.0056459754062326015,0.875,0.875,,,,,
913,3742472,7304,0.0075754391125694535,0.875,0.875,0.00887389566939547,0.5,0.5,,
914,3745680,7312,0.006167888959898723,0.875,0.875,,,,,
915,3749976,7320,0.006398178112049929,0.875,0.875,,,,,
916,3752608,7328,0.008077565108252315,0.75,0.75,,,,,
917,3755816,7336,0.00414117345998434,1.0,1.0,,,,,
918,3759216,7344,0.00909129496532954,0.75,0.75,,,,,
919,3763832,7352,0.005554586439111405,0.75,0.75,,,,,
920,3768000,7360,0.0064146441595384655,0.75,0.75,,,,,
921,3771016,7368,0.010028277229061031,0.75,0.75,0.005617220762950858,1.0,1.0,,
922,3775440,7376,0.0065147613573710485,0.875,0.875,,,,,
923,3779736,7384,0.0060821582040568615,0.5,0.5,,,,,
924,3782944,7392,0.007600089597902881,1.0,1.0,,,,,
925,3787048,7400,0.005324934979159447,0.875,0.875,,,,,
926,3790832,7408,0.008029769406076971,0.625,0.625,,,,,
927,3793336,7416,0.010954419755702731,0.625,0.625,,,,,
928,3795776,7424,0.011283965573911215,0.875,0.875,,,,,
929,3799880,7432,0.010758662090470003,0.5,0.5,0.008218149412132723,0.75,0.75,,
930,3803024,7440,0.0066316399026533634,0.875,0.875,,,,,
931,3806488,7448,0.00758679809299771,0.875,0.875,,,,,
932,3810528,7456,0.00813936659218172,1.0,1.0,,,,,
933,3815144,7464,0.0073593025134737955,0.75,0.75,,,,,
934,3818352,7472,0.010687388735509656,0.75,0.75,,,,,
935,3822712,7480,0.008768747207158185,1.0,1.0,,,,,
936,3826432,7488,0.008950617108647458,0.5,0.5,,,,,
937,3830728,7496,0.003139719391768599,1.0,1.0,0.009298131629241662,0.875,0.875,,
938,3834640,7504,0.004870145484330208,1.0,1.0,,,,,
939,3838552,7512,0.00531593541768645,0.875,0.875,,,,,
940,3842912,7520,0.004513192408126262,0.875,0.875,,,,,
941,3846248,7528,0.007557993277926815,0.875,0.875,,,,,
942,3849200,7536,0.0069567359110895895,0.75,0.75,,,,,
943,3852728,7544,0.008888609835794953,0.875,0.875,,,,,
944,3856320,7552,0.007841316817198017,0.75,0.75,,,,,
945,3859784,7560,0.00972833798309055,0.625,0.625,0.008084890420942712,0.875,0.875,,
946,3864720,7568,0.0035862396751474204,0.875,0.875,,,,,
947,3869400,7576,0.004856086742651078,1.0,1.0,,,,,
948,3874144,7584,0.006313430926978246,0.875,0.875,,,,,
949,3879144,7592,0.006362570028631313,0.75,0.75,,,,,
950,3883248,7600,0.004443443313371051,0.875,0.875,,,,,
951,3886840,7608,0.0055106580895620235,1.0,1.0,,,,,
952,3891200,7616,0.007876368362107696,0.625,0.625,,,,,
953,3894472,7624,0.00819840820269967,0.75,0.75,0.007860975154766804,0.875,0.875,,
954,3897680,7632,0.007322180544321063,0.875,0.875,,,,,
955,3901080,7640,0.007994821140433908,0.75,0.75,,,,,
956,3904928,7648,0.009817134412561677,0.75,0.75,,,,,
957,3908840,7656,0.00615140255366294,0.75,0.75,,,,,
958,3913008,7664,0.009489984939777162,0.75,0.75,,,,,
959,3915960,7672,0.006431153203948227,0.875,0.875,,,,,
960,3919680,7680,0.006263488570935337,0.875,0.875,,,,,
961,3923336,7688,0.007516008914160871,0.75,0.75,0.0074886471582593945,1.0,1.0,,
962,3928336,7696,0.00635684255052009,0.75,0.75,,,,,
963,3932632,7704,0.008216092514855403,0.625,0.625,,,,,
964,3936416,7712,0.008205734830383709,0.75,0.75,,,,,
965,3940328,7720,0.008877961477484183,0.75,0.75,,,,,
966,3942832,7728,0.008729092725689344,0.75,0.75,,,,,
967,3947576,7736,0.007306227769828267,0.875,0.875,,,,,
968,3952832,7744,0.009095949489796723,0.875,0.875,,,,,
969,3957064,7752,0.005164018210327712,0.875,0.875,0.0051036883122365685,0.875,0.875,,
970,3962576,7760,0.004114267963114002,1.0,1.0,,,,,
971,3966680,7768,0.003939734422573913,0.875,0.875,,,,,
972,3973280,7776,0.004800771154466748,0.75,0.75,,,,,
973,3977576,7784,0.007968865041374555,0.875,0.875,,,,,
974,3981552,7792,0.00822660900205375,0.75,0.75,,,,,
975,3984632,7800,0.008665499317940036,0.75,0.75,,,,,
976,3988160,7808,0.008759606533672673,0.875,0.875,,,,,
977,3992392,7816,0.0038241517613096933,0.875,0.875,0.007127635018236163,0.875,0.875,,
978,3995920,7824,0.008107281575011458,0.875,0.875,,,,,
979,4003160,7832,0.0056357035279968395,0.75,0.75,,,,,
980,4007136,7840,0.005863744559112291,0.875,0.875,,,,,
981,4010216,7848,0.008016177141439394,0.875,0.875,,,,,
982,4015536,7856,0.006355894413345507,0.875,0.875,,,,,
983,4019256,7864,0.007245327686570157,0.875,0.875,,,,,
984,4023232,7872,0.0061953525429323825,1.0,1.0,,,,,
985,4026440,7880,0.006097037014387117,0.75,0.75,0.006808685564937826,0.75,0.75,,
986,4030736,7888,0.006456613424082545,0.5,0.5,,,,,
987,4036248,7896,0.006779469292718877,0.875,0.875,,,,,
988,4040480,7904,0.006548205159791953,0.75,0.75,,,,,
989,4043944,7912,0.006199839121384581,0.75,0.75,,,,,
990,4048112,7920,0.007076179851070379,0.75,0.75,,,,,
991,4052344,7928,0.00768608682131564,0.5,0.5,,,,,
992,4058368,7936,0.008379629904229458,0.625,0.625,,,,,
993,4062344,7944,0.007160715988822684,0.75,0.75,0.00870278881464052,0.625,0.625,,
994,4065552,7952,0.007347085111470126,0.875,0.875,,,,,
995,4072216,7960,0.005749819626013857,0.75,0.75,,,,,
996,4076768,7968,0.006071809580348561,1.0,1.0,,,,,
997,4080552,7976,0.008132321639855512,0.5,0.5,,,,,
998,4084464,7984,0.008737352672960622,0.75,0.75,,,,,
999,4088568,7992,0.008132602890349803,0.625,0.625,,,,,
1000,4092800,8000,0.006082491495415546,0.75,0.75,,,,,
1001,4097224,8008,0.00521457246319353,0.875,0.875,0.007856859209398269,0.75,0.75,,
1002,4103312,8016,0.0061660845814620144,0.75,0.75,,,,,
1003,4107096,8024,0.00790933252263831,0.75,0.75,,,,,
1004,4110624,8032,0.0070758245514869955,0.75,0.75,,,,,
1005,4115432,8040,0.007498745131994968,0.75,0.75,,,,,
1006,4120304,8048,0.009990221771518858,0.75,0.75,,,,,
1007,4123576,8056,0.008308092140456195,0.75,0.75,,,,,
1008,4127744,8064,0.006256497665446592,1.0,1.0,,,,,
1009,4130952,8072,0.008772554277230797,0.75,0.75,0.007545697433391763,1.0,1.0,,
1010,4134096,8080,0.00869541143294141,0.5,0.5,,,,,
1011,4138584,8088,0.0032434932005074232,0.875,0.875,,,,,
1012,4142688,8096,0.007314842304857321,0.75,0.75,,,,,
1013,4147944,8104,0.006509132484437948,0.875,0.875,,,,,
1014,4152304,8112,0.004582951667543217,0.875,0.875,,,,,
1015,4156344,8120,0.0062528518250850994,0.75,0.75,,,,,
1016,4161600,8128,0.004820970669224723,0.875,0.875,,,,,
1017,4165896,8136,0.01018418354457199,0.625,0.625,0.004299728301328839,0.75,0.75,,
1018,4169424,8144,0.007379702100684357,0.75,0.75,,,,,
1019,4173784,8152,0.008947739823531366,0.875,0.875,,,,,
1020,4179232,8160,0.005921982742169854,1.0,1.0,,,,,
1021,4185960,8168,0.0038564320867825047,1.0,1.0,,,,,
1022,4189808,8176,0.005503706750910554,0.75,0.75,,,,,
1023,4192824,8184,0.005752806449571071,0.75,0.75,,,,,
1024,4196864,8192,0.006783338802084709,0.875,0.875,,,,,
1025,4200968,8200,0.004891604823048684,0.875,0.875,0.00837930136987391,0.875,0.875,,
1026,4207376,8208,0.005644147090188297,0.5,0.5,,,,,
1027,4211352,8216,0.007190990577339339,0.875,0.875,,,,,
1028,4215648,8224,0.005538020149447949,0.875,0.875,,,,,
1029,4220840,8232,0.009059602301786932,0.875,0.875,,,,,
1030,4224176,8240,0.008787860533128685,0.875,0.875,,,,,
1031,4227960,8248,0.008623976948994933,0.875,0.875,,,,,
1032,4232000,8256,0.010225192304218185,0.75,0.75,,,,,
1033,4237640,8264,0.006120264997981093,0.5,0.5,0.008433792517589654,0.75,0.75,,
1034,4242640,8272,0.006918452658005614,0.75,0.75,,,,,
1035,4246872,8280,0.006557677969154663,0.875,0.875,,,,,
1036,4249888,8288,0.006971875072469589,1.0,1.0,,,,,
1037,4253416,8296,0.006360743367729996,0.625,0.625,,,,,
1038,4258800,8304,0.00791169128473379,0.75,0.75,,,,,
1039,4264760,8312,0.005013391003269591,0.875,0.875,,,,,
1040,4270016,8320,0.004731747647996712,0.875,0.875,,,,,
1041,4274056,8328,0.0057702876793742745,1.0,1.0,0.005303009042483773,0.875,0.875,,
1042,4277456,8336,0.009485153390730599,0.875,0.875,,,,,
1043,4281304,8344,0.012055187554998884,0.625,0.625,,,,,
1044,4285600,8352,0.006886460376230924,0.875,0.875,,,,,
1045,4288936,8360,0.00918221184770175,0.75,0.75,,,,,
1046,4295280,8368,0.007039979296025859,0.625,0.625,,,,,
1047,4299704,8376,0.00540192904986794,1.0,1.0,,,,,
1048,4304064,8384,0.0062255533273610445,0.875,0.875,,,,,
1049,4307720,8392,0.005175859311430333,1.0,1.0,0.005577880820087582,0.875,0.875,,
1050,4311504,8400,0.0057106481664736175,0.875,0.875,,,,,
1051,4315864,8408,0.004215004956388828,0.875,0.875,,,,,
1052,4320800,8416,0.004878565519497265,0.875,0.875,,,,,
1053,4325288,8424,0.006441852307359951,0.75,0.75,,,,,
1054,4329264,8432,0.004708512871632579,0.875,0.875,,,,,
1055,4333048,8440,0.008303657128737048,0.375,0.375,,,,,
1056,4337024,8448,0.0068908407371913605,0.875,0.875,,,,,
1057,4340488,8456,0.008697208215787297,0.875,0.875,0.007715164815960801,0.75,0.75,,
1058,4344912,8464,0.008244302572075972,0.625,0.625,,,,,
1059,4348568,8472,0.007581082446852899,0.625,0.625,,,,,
1060,4352992,8480,0.008601357598709544,0.75,0.75,,,,,
1061,4356840,8488,0.00713019207365293,0.875,0.875,,,,,
1062,4360560,8496,0.009566011169930973,1.0,1.0,,,,,
1063,4366648,8504,0.004411847546332238,1.0,1.0,,,,,
1064,4371840,8512,0.007459135512749438,0.875,0.875,,,,,
1065,4375176,8520,0.00729217811408006,1.0,1.0,0.005152516008397896,1.0,1.0,,
1066,4378896,8528,0.011288807740961809,0.875,0.875,,,,,
1067,4382232,8536,0.010560423682625204,0.625,0.625,,,,,
1068,4386336,8544,0.007479135148466107,0.875,0.875,,,,,
1069,4391656,8552,0.007941982252680738,0.875,0.875,,,,,
1070,4395248,8560,0.006775892256822609,0.875,0.875,,,,,
1071,4401208,8568,0.007214414752747249,0.5,0.5,,,,,
1072,4406272,8576,0.008112004934781817,0.875,0.875,,,,,
1073,4409608,8584,0.007784261238396182,0.875,0.875,0.006282073079174163,0.875,0.875,,
1074,4413584,8592,0.009992871037745283,0.625,0.625,,,,,
1075,4418264,8600,0.005208884034884406,1.0,1.0,,,,,
1076,4422240,8608,0.006884629960874934,1.0,1.0,,,,,
1077,4425640,8616,0.010237576805120586,0.75,0.75,,,,,
1078,4429232,8624,0.007694300919927057,0.75,0.75,,,,,
1079,4433656,8632,0.00589884371384689,0.875,0.875,,,,,
1080,4437760,8640,0.006295899570333887,1.0,1.0,,,,,
1081,4442440,8648,0.006461250927573861,0.875,0.875,0.010077988665596747,0.625,0.625,,
1082,4447184,8656,0.007748150969335088,0.75,0.75,,,,,
1083,4451736,8664,0.008761069254947311,0.5,0.5,,,,,
1084,4456608,8672,0.0051880387678298785,0.875,0.875,,,,,
1085,4461224,8680,0.00741089228019003,1.0,1.0,,,,,
1086,4464816,8688,0.007525950552335574,0.75,0.75,,,,,
1087,4467896,8696,0.008994164194703426,0.75,0.75,,,,,
1088,4471168,8704,0.005835114116431074,0.625,0.625,,,,,
1089,4474952,8712,0.005985961519551106,0.875,0.875,0.004617599733017262,1.0,1.0,,
1090,4478480,8720,0.005097582167417562,1.0,1.0,,,,,
1091,4481240,8728,0.0076380135767339956,0.75,0.75,,,,,
1092,4484320,8736,0.008450850988647897,0.75,0.75,,,,,
1093,4488104,8744,0.005579660513196324,0.75,0.75,,,,,
1094,4492208,8752,0.0062024513796935235,0.75,0.75,,,,,
1095,4497464,8760,0.007572303826031055,1.0,1.0,,,,,
1096,4501312,8768,0.007904176788798584,0.75,0.75,,,,,
1097,4505416,8776,0.009035553655722775,0.75,0.75,0.0068222438574142945,0.875,0.875,,
1098,4508880,8784,0.007314596433346594,0.875,0.875,,,,,
1099,4512664,8792,0.00745145135368221,0.875,0.875,,,,,
1100,4517024,8800,0.007759086090519182,0.75,0.75,,,,,
1101,4522664,8808,0.0054156934885565035,0.875,0.875,,,,,
1102,4526000,8816,0.0077928996419064315,0.875,0.875,,,,,
1103,4530360,8824,0.00923455985645953,0.875,0.875,,,,,
1104,4534976,8832,0.0039051188417843683,1.0,1.0,,,,,
1105,4539144,8840,0.009347002339289664,0.75,0.75,0.003887844621913623,1.0,1.0,,
1106,4542608,8848,0.009656371597117094,1.0,1.0,,,,,
1107,4545560,8856,0.009547793728372746,0.75,0.75,,,,,
1108,4550880,8864,0.00519496874752111,0.75,0.75,,,,,
1109,4556328,8872,0.004646618850174719,0.875,0.875,,,,,
1110,4559920,8880,0.008952696564431444,0.875,0.875,,,,,
1111,4565176,8888,0.008690239313327294,0.75,0.75,,,,,
1112,4569216,8896,0.00883937125898751,0.875,0.875,,,,,
1113,4572424,8904,0.008134586061205826,0.75,0.75,0.008374507233722333,0.75,0.75,,
1114,4576720,8912,0.008634935358503367,0.25,0.25,,,,,
1115,4579288,8920,0.010546997325784707,0.625,0.625,,,,,
1116,4582944,8928,0.008818854598213416,0.625,0.625,,,,,
1117,4586792,8936,0.005948706581382063,0.875,0.875,,,,,
1118,4591216,8944,0.006641472424276823,1.0,1.0,,,,,
1119,4594424,8952,0.009436830143718173,0.75,0.75,,,,,
1120,4597568,8960,0.011250980521357387,0.875,0.875,,,,,
1121,4601160,8968,0.005943391190697034,1.0,1.0,0.007626580947597935,0.875,0.875,,
1122,4603728,8976,0.0072477973934076565,0.625,0.625,,,,,
1123,4607448,8984,0.006534639316952225,1.0,1.0,,,,,
1124,4611616,8992,0.007631709698274032,0.875,0.875,,,,,
1125,4615592,9000,0.005535047315805388,1.0,1.0,,,,,
1126,4620208,9008,0.006521563478473011,0.875,0.875,,,,,
1127,4623416,9016,0.010712867636195174,0.875,0.875,,,,,
1128,4627456,9024,0.0046674946163459035,1.0,1.0,,,,,
1129,4631560,9032,0.011129110750746036,0.625,0.625,0.006028914375702296,0.625,0.625,,
1130,4635664,9040,0.005849045371318444,0.75,0.75,,,,,
1131,4638872,9048,0.005818428222428458,0.875,0.875,,,,,
1132,4642912,9056,0.007615889728011728,0.875,0.875,,,,,
1133,4646440,9064,0.0061504758750700874,0.875,0.875,,,,,
1134,4651184,9072,0.005640321287900912,0.75,0.75,,,,,
1135,4654712,9080,0.0086906478748405,1.0,1.0,,,,,
1136,4658176,9088,0.008132474481075345,0.875,0.875,,,,,
1137,4663176,9096,0.005483915561274773,0.875,0.875,0.0069967582953944455,0.625,0.625,,
1138,4667408,9104,0.008881500497652808,0.75,0.75,,,,,
1139,4671000,9112,0.00966595747062966,0.75,0.75,,,,,
1140,4676000,9120,0.005248194080828533,1.0,1.0,,,,,
1141,4679848,9128,0.0050604167592219786,1.0,1.0,,,,,
1142,4683504,9136,0.0063983534978846865,1.0,1.0,,,,,
1143,4687736,9144,0.0075896137311951785,0.75,0.75,,,,,
1144,4692672,9152,0.007474548522557956,0.75,0.75,,,,,
1145,4695944,9160,0.007040134287177991,0.875,0.875,0.006442141583855659,1.0,1.0,,
1146,4700240,9168,0.005451052135734533,0.875,0.875,,,,,
1147,4704344,9176,0.004979622620061235,1.0,1.0,,,,,
1148,4708832,9184,0.008603985839789835,0.75,0.75,,,,,
1149,4712744,9192,0.006968983766588032,0.875,0.875,,,,,
1150,4717872,9200,0.004179364872684342,1.0,1.0,,,,,
1151,4721592,9208,0.007705688534629288,0.875,0.875,,,,,
1152,4725824,9216,0.006420892262475166,0.875,0.875,,,,,
1153,4730504,9224,0.006504023735583913,0.75,0.75,0.006108793926052675,0.875,0.875,,
1154,4733456,9232,0.010168852572505799,0.625,0.625,,,,,
1155,4736984,9240,0.009496414630260333,0.75,0.75,,,,,
1156,4740960,9248,0.004789049652662476,0.75,0.75,,,,,
1157,4744168,9256,0.006007500076745059,1.0,1.0,,,,,
1158,4748016,9264,0.007059837612020616,1.0,1.0,,,,,
1159,4750904,9272,0.010435421973453334,0.75,0.75,,,,,
1160,4754624,9280,0.004918943426918006,0.875,0.875,,,,,
1161,4759048,9288,0.006331652010596365,0.75,0.75,0.006247071582040844,0.75,0.75,,
1162,4762512,9296,0.006209583297578002,0.875,0.875,,,,,
1163,4767704,9304,0.007600992009824205,0.75,0.75,,,,,
1164,4770976,9312,0.0065961901763193055,1.0,1.0,,,,,
1165,4775976,9320,0.009954764527165967,0.75,0.75,,,,,
1166,4780080,9328,0.007582106267680397,0.875,0.875,,,,,
1167,4783608,9336,0.007676807349591411,0.875,0.875,,,,,
1168,4788096,9344,0.0054422471591086255,0.5,0.5,,,,,
1169,4792328,9352,0.007343825140718779,0.75,0.75,0.007075070273675485,0.75,0.75,,
1170,4796304,9360,0.008721947149543744,0.75,0.75,,,,,
1171,4800280,9368,0.007771330001082942,0.625,0.625,,,,,
1172,4804256,9376,0.007270725706935089,1.0,1.0,,,,,
1173,4809128,9384,0.006107945987662454,0.875,0.875,,,,,
1174,4813936,9392,0.006028827823920555,0.75,0.75,,,,,
1175,4819256,9400,0.008780935208662605,0.875,0.875,,,,,
1176,4824512,9408,0.006108958203400197,0.5,0.5,,,,,
1177,4828488,9416,0.0073718862749969395,0.75,0.75,0.005146602738090156,1.0,1.0,,
1178,4832464,9424,0.00810776972134076,0.75,0.75,,,,,
1179,4836504,9432,0.006481901708578721,0.625,0.625,,,,,
1180,4839904,9440,0.006679904589543425,1.0,1.0,,,,,
1181,4845416,9448,0.0077576935532393506,0.625,0.625,,,,,
1182,4849968,9456,0.009044989397212058,0.75,0.75,,,,,
1183,4854008,9464,0.005453173945706218,0.625,0.625,,,,,
1184,4859456,9472,0.0035869312894056134,0.875,0.875,,,,,
1185,4864968,9480,0.0073935034862069185,0.5,0.5,0.006261816451951319,0.75,0.75,,
1186,4868368,9488,0.006902328672242541,0.75,0.75,,,,,
1187,4872600,9496,0.005355959043392643,1.0,1.0,,,,,
1188,4877664,9504,0.006502941123187076,0.875,0.875,,,,,
1189,4880744,9512,0.0057001559079395935,0.875,0.875,,,,,
1190,4883504,9520,0.008741684432307086,0.75,0.75,,,,,
1191,4887608,9528,0.00536052753895751,0.75,0.75,,,,,
1192,4890880,9536,0.008191697050818217,0.625,0.625,,,,,
1193,4894280,9544,0.0078063919198193355,0.75,0.75,0.006629206699075648,0.75,0.75,,
1194,4899536,9552,0.0032286483950474823,0.875,0.875,,,,,
1195,4905368,9560,0.006504973303710648,0.625,0.625,,,,,
1196,4910496,9568,0.005737375720435795,0.875,0.875,,,,,
1197,4913768,9576,0.006913298518669541,0.75,0.75,,,,,
1198,4919024,9584,0.005719902348934797,0.75,0.75,,,,,
1199,4923128,9592,0.005303859629158038,1.0,1.0,,,,,
1200,4927808,9600,0.004800300184517786,0.625,0.625,,,,,
1201,4931720,9608,0.007152120432823524,0.625,0.625,0.0062952084515384395,0.875,0.875,,
1202,4935376,9616,0.0052100118451742635,1.0,1.0,,,,,
1203,4939864,9624,0.0074088312966123235,0.875,0.875,,,,,
1204,4944608,9632,0.008778848227870945,0.75,0.75,,,,,
1205,4947688,9640,0.00929526708026147,1.0,1.0,,,,,
1206,4950704,9648,0.009408497884488455,0.75,0.75,,,,,
1207,4955896,9656,0.007458200914684967,0.875,0.875,,,,,
1208,4959872,9664,0.0093910648803057,0.75,0.75,,,,,
1209,4965704,9672,0.005475828544167261,0.625,0.625,0.007097235690478943,0.75,0.75,,
1210,4970128,9680,0.007279059092511639,0.75,0.75,,,,,
1211,4973528,9688,0.007171174484205237,1.0,1.0,,,,,
1212,4976544,9696,0.006187804538140927,0.75,0.75,,,,,
1213,4979240,9704,0.007433611193422373,0.875,0.875,,,,,
1214,4982448,9712,0.007867489377025604,0.875,0.875,,,,,
