step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
1592,6527936,12736,0.005729247043901583,0.875,0.875,,,,,
1593,6531912,12744,0.006341712142734375,0.875,0.875,0.006312077678447854,0.75,0.75,,
1594,6536080,12752,0.006599656957775733,0.625,0.625,,,,,
1595,6539096,12760,0.006118968867516841,1.0,1.0,,,,,
1596,6543200,12768,0.007984715574018732,0.875,0.875,,,,,
1597,6546728,12776,0.005741714416983283,0.875,0.875,,,,,
1598,6551024,12784,0.003764919374678702,1.0,1.0,,,,,
1599,6555768,12792,0.005980457622797982,1.0,1.0,,,,,
1600,6559360,12800,0.005754480213436409,0.875,0.875,,,,,
1601,6563336,12808,0.0075300829807919255,0.625,0.625,0.009801240047960898,0.5,0.5,,
1602,6568080,12816,0.0050160019555998015,0.875,0.875,,,,,
1603,6571416,12824,0.008323225261837174,1.0,1.0,,,,,
1604,6575648,12832,0.00611059139428439,0.875,0.875,,,,,
1605,6579496,12840,0.005669198448196475,0.875,0.875,,,,,
1606,6584560,12848,0.004772974092749258,1.0,1.0,,,,,
1607,6588664,12856,0.005117626676932266,0.875,0.875,,,,,
1608,6593344,12864,0.004687192383769951,1.0,1.0,,,,,
1609,6596808,12872,0.007696554963314602,1.0,1.0,0.006450088943188592,1.0,1.0,,
1610,6600528,12880,0.005048075647537912,0.875,0.875,,,,,
1611,6603864,12888,0.008088599112736681,0.75,0.75,,,,,
1612,6610016,12896,0.004886698012237355,1.0,1.0,,,,,
1613,6614440,12904,0.007539526072221078,0.75,0.75,,,,,
1614,6619504,12912,0.0065449583090180065,0.75,0.75,,,,,
1615,6623352,12920,0.006690508464620053,0.875,0.875,,,,,
1616,6627200,12928,0.006947871735295208,0.875,0.875,,,,,
1617,6633864,12936,0.005560660603932477,0.75,0.75,0.007769745796494385,0.625,0.625,,
1618,6638288,12944,0.005815725889281931,1.0,1.0,,,,,
1619,6641176,12952,0.00608233500470377,0.75,0.75,,,,,
1620,6643936,12960,0.008254346064252958,0.875,0.875,,,,,
1621,6648360,12968,0.004635390560989088,0.875,0.875,,,,,
1622,6653680,12976,0.0054664437618279415,1.0,1.0,,,,,
1623,6657656,12984,0.006884465373801605,0.5,0.5,,,,,
1624,6661632,12992,0.005674198797927227,1.0,1.0,,,,,
1625,6666504,13000,0.005360639674930732,1.0,1.0,0.007903616088980166,1.0,1.0,,
1626,6669968,13008,0.005868694421764815,0.875,0.875,,,,,
1627,6674264,13016,0.006040792436643107,0.75,0.75,,,,,
1628,6677664,13024,0.00563401649065222,0.875,0.875,,,,,
1629,6681512,13032,0.006278691408574217,0.625,0.625,,,,,
1630,6686832,13040,0.004360821074910352,1.0,1.0,,,,,
1631,6689592,13048,0.007144491371292584,1.0,1.0,,,,,
1632,6693824,13056,0.006036529791467933,0.875,0.875,,,,,
1633,6697160,13064,0.008024389712340855,0.75,0.75,0.007967191833827578,0.75,0.75,,
1634,6699984,13072,0.008865134280208476,0.625,0.625,,,,,
1635,6704408,13080,0.009121865918340598,0.75,0.75,,,,,
1636,6708064,13088,0.009129118598686837,0.625,0.625,,,,,
1637,6712168,13096,0.004092229586940824,1.0,1.0,,,,,
1638,6716656,13104,0.004128149303715024,1.0,1.0,,,,,
1639,6720248,13112,0.006315626162829607,1.0,1.0,,,,,
1640,6726400,13120,0.0035987015508523543,0.75,0.75,,,,,
1641,6729544,13128,0.005139175273584129,0.875,0.875,0.0064544326172801345,0.625,0.625,,
1642,6732624,13136,0.006055022310736731,1.0,1.0,,,,,
1643,6737560,13144,0.005634097561944671,1.0,1.0,,,,,
1644,6742560,13152,0.005551104775475009,0.5,0.5,,,,,
1645,6746664,13160,0.006147199900908033,0.875,0.875,,,,,
1646,6750192,13168,0.007337104730377293,0.625,0.625,,,,,
1647,6754104,13176,0.005059761678095861,0.875,0.875,,,,,
1648,6756608,13184,0.012130927458841026,0.625,0.625,,,,,
1649,6759688,13192,0.007417754303112138,1.0,1.0,0.008363701913860318,0.75,0.75,,
1650,6764496,13200,0.005646744405963532,1.0,1.0,,,,,
1651,6768728,13208,0.0074992834596748804,0.75,0.75,,,,,
1652,6772768,13216,0.00664249417614132,1.0,1.0,,,,,
1653,6778856,13224,0.005763545252123302,0.875,0.875,,,,,
1654,6783728,13232,0.007799955784775159,1.0,1.0,,,,,
1655,6786872,13240,0.007352853651982912,0.875,0.875,,,,,
1656,6789376,13248,0.0049885778516565145,0.875,0.875,,,,,
1657,6792712,13256,0.007116726885387359,0.75,0.75,0.005817059633825268,1.0,1.0,,
1658,6796304,13264,0.006285223770352227,0.875,0.875,,,,,
1659,6800088,13272,0.004926642604408791,0.875,0.875,,,,,
1660,6804256,13280,0.006908498239630264,1.0,1.0,,,,,
1661,6807464,13288,0.0075307028056530645,0.75,0.75,,,,,
1662,6813040,13296,0.006145229764229864,1.0,1.0,,,,,
1663,6818360,13304,0.005189767233739993,0.875,0.875,,,,,
1664,6823616,13312,0.003819436636001857,0.875,0.875,,,,,
1665,6826760,13320,0.005973557850684493,1.0,1.0,0.007239099142263154,1.0,1.0,,
1666,6830608,13328,0.006011202605317944,1.0,1.0,,,,,
1667,6834136,13336,0.006401489216705878,0.75,0.75,,,,,
1668,6839072,13344,0.005847656801922498,0.875,0.875,,,,,
1669,6842600,13352,0.004947112006580445,0.875,0.875,,,,,
1670,6846704,13360,0.006418000933878936,0.875,0.875,,,,,
1671,6850552,13368,0.007115443388409167,1.0,1.0,,,,,
1672,6853632,13376,0.005430497903424372,0.875,0.875,,,,,
1673,6857288,13384,0.00752796120095852,1.0,1.0,0.004943075435480703,0.875,0.875,,
1674,6861712,13392,0.0042051485382322085,1.0,1.0,,,,,
1675,6865304,13400,0.00880796503455114,1.0,1.0,,,,,
1676,6870304,13408,0.006787635789609452,0.875,0.875,,,,,
1677,6874280,13416,0.0070866696285855155,0.625,0.625,,,,,
1678,6878256,13424,0.006236159354851364,0.75,0.75,,,,,
1679,6880952,13432,0.006782070973661579,0.875,0.875,,,,,
1680,6885056,13440,0.004714113404299956,1.0,1.0,,,,,
1681,6888328,13448,0.00882225377904719,0.5,0.5,0.0051001324841344845,0.875,0.875,,
1682,6892240,13456,0.005470596789033168,1.0,1.0,,,,,
1683,6896472,13464,0.006271311280701193,0.75,0.75,,,,,
1684,6901664,13472,0.00470083148545984,0.75,0.75,,,,,
1685,6904424,13480,0.005411573205695072,1.0,1.0,,,,,
1686,6909680,13488,0.006253889294557131,0.875,0.875,,,,,
1687,6914872,13496,0.0063909797645312055,0.75,0.75,,,,,
1688,6920832,13504,0.0055304255386777875,0.75,0.75,,,,,
1689,6924360,13512,0.0075762628864501904,0.875,0.875,0.00788027543150269,0.875,0.875,,
1690,6929360,13520,0.007431715178854581,0.875,0.875,,,,,
1691,6933016,13528,0.0066706906232201655,0.875,0.875,,,,,
1692,6937696,13536,0.004898466030102284,1.0,1.0,,,,,
1693,6940968,13544,0.008065977968844873,1.0,1.0,,,,,
1694,6945392,13552,0.007452374308641548,1.0,1.0,,,,,
1695,6949816,13560,0.005696631921387124,1.0,1.0,,,,,
1696,6952832,13568,0.006992827432757302,0.875,0.875,,,,,
1697,6956040,13576,0.006921163673738378,1.0,1.0,0.005737052647919437,0.875,0.875,,
1698,6960592,13584,0.008150713216787552,0.875,0.875,,,,,
1699,6964056,13592,0.005435501970655421,0.75,0.75,,,,,
1700,6968160,13600,0.0076504904308027175,0.625,0.625,,,,,
1701,6971432,13608,0.010254214760077382,0.625,0.625,,,,,
1702,6974960,13616,0.005148369226278592,0.875,0.875,,,,,
1703,6978616,13624,0.006563284516414814,0.75,0.75,,,,,
1704,6982016,13632,0.005851095121322601,0.875,0.875,,,,,
1705,6985992,13640,0.00497884318772005,0.875,0.875,0.010924333590322431,0.5,0.5,,
1706,6989584,13648,0.007543756894356567,0.75,0.75,,,,,
1707,6993560,13656,0.004215852398722104,1.0,1.0,,,,,
1708,6996896,13664,0.00842059330787377,0.75,0.75,,,,,
1709,7000296,13672,0.007513093439519458,0.875,0.875,,,,,
1710,7004336,13680,0.005655684324088694,0.75,0.75,,,,,
1711,7007992,13688,0.007300302593567797,0.75,0.75,,,,,
1712,7011840,13696,0.006542034849351537,0.875,0.875,,,,,
1713,7015880,13704,0.006435108089410447,1.0,1.0,0.00849281306496644,0.875,0.875,,
1714,7020176,13712,0.009186472964847887,0.875,0.875,,,,,
1715,7024728,13720,0.005334158250071323,0.75,0.75,,,,,
1716,7027360,13728,0.0047500169088570835,1.0,1.0,,,,,
1717,7030504,13736,0.008612671766012554,0.75,0.75,,,,,
1718,7034288,13744,0.009449692045325383,0.875,0.875,,,,,
1719,7038392,13752,0.004801821090524998,0.875,0.875,,,,,
1720,7041088,13760,0.007950526999073218,0.75,0.75,,,,,
1721,7046344,13768,0.007470061081350708,1.0,1.0,0.007911357020291693,0.875,0.875,,
1722,7052112,13776,0.004227231887874534,1.0,1.0,,,,,
1723,7058136,13784,0.005697579688862569,1.0,1.0,,,,,
1724,7062304,13792,0.007049638928662165,0.625,0.625,,,,,
1725,7066344,13800,0.007935521633712831,0.875,0.875,,,,,
1726,7070448,13808,0.004296358058218041,1.0,1.0,,,,,
1727,7073976,13816,0.00787196883847752,0.875,0.875,,,,,
1728,7078080,13824,0.004353779303708244,1.0,1.0,,,,,
1729,7081864,13832,0.00794156063341174,0.625,0.625,0.006162987391662098,0.875,0.875,,
1730,7085200,13840,0.005285785984178655,0.875,0.875,,,,,
1731,7088024,13848,0.010281878887273464,0.625,0.625,,,,,
1732,7092832,13856,0.006207534046570029,0.625,0.625,,,,,
1733,7096872,13864,0.00463349518998753,1.0,1.0,,,,,
1734,7099504,13872,0.005620192291917005,0.875,0.875,,,,,
1735,7102776,13880,0.006837923629336969,0.75,0.75,,,,,
1736,7107008,13888,0.007338642152095697,1.0,1.0,,,,,
1737,7111112,13896,0.008783408202967578,0.875,0.875,0.009286119946007627,0.875,0.875,,
1738,7114512,13904,0.005777965445138539,0.875,0.875,,,,,
1739,7118360,13912,0.005699737525727168,0.875,0.875,,,,,
1740,7123488,13920,0.005245481759265059,1.0,1.0,,,,,
1741,7127464,13928,0.00578546810521961,1.0,1.0,,,,,
1742,7132144,13936,0.0054506577962017055,1.0,1.0,,,,,
1743,7137656,13944,0.0059188348767318455,0.875,0.875,,,,,
1744,7142080,13952,0.006761681203599325,0.625,0.625,,,,,
1745,7145544,13960,0.00562824565697083,0.75,0.75,0.008221517756134084,0.875,0.875,,
1746,7148944,13968,0.006427155418059812,0.625,0.625,,,,,
1747,7152984,13976,0.0062482379115870595,0.75,0.75,,,,,
1748,7156320,13984,0.008473590212832591,0.875,0.875,,,,,
1749,7159528,13992,0.006283670018308745,0.875,0.875,,,,,
1750,7163632,14000,0.004251672618159974,1.0,1.0,,,,,
1751,7168952,14008,0.00620906782342854,0.75,0.75,,,,,
1752,7172032,14016,0.009107935872279089,1.0,1.0,,,,,
1753,7177480,14024,0.007576516248882563,0.75,0.75,0.008046989309799944,0.625,0.625,,
1754,7180432,14032,0.00719505352796447,0.875,0.875,,,,,
1755,7184408,14040,0.005799906846287023,1.0,1.0,,,,,
1756,7187488,14048,0.00551268263682637,0.75,0.75,,,,,
1757,7191912,14056,0.0050763023870783915,1.0,1.0,,,,,
1758,7197680,14064,0.005695065443023748,0.625,0.625,,,,,
1759,7201848,14072,0.006372808571375096,0.875,0.875,,,,,
1760,7205184,14080,0.007325833752539342,0.875,0.875,,,,,
1761,7209480,14088,0.005996675968921791,0.875,0.875,0.0037079768100615196,1.0,1.0,,
1762,7213072,14096,0.0062951547345037,0.875,0.875,,,,,
1763,7216920,14104,0.0065517286002357514,0.875,0.875,,,,,
1764,7222752,14112,0.004341366432558882,0.625,0.625,,,,,
1765,7225896,14120,0.004856536072863382,1.0,1.0,,,,,
1766,7230768,14128,0.007785981276472364,0.75,0.75,,,,,
1767,7234488,14136,0.007220231729676938,0.75,0.75,,,,,
1768,7238592,14144,0.005577658915206863,0.875,0.875,,,,,
1769,7243400,14152,0.0059512272897813455,0.875,0.875,0.0064918557357483316,0.875,0.875,,
1770,7247056,14160,0.0052266831148753985,1.0,1.0,,,,,
1771,7249880,14168,0.0099101320594055,0.75,0.75,,,,,
1772,7253600,14176,0.006829584395146451,0.875,0.875,,,,,
1773,7257256,14184,0.005907632728663437,0.875,0.875,,,,,
1774,7261232,14192,0.0028734777083722148,1.0,1.0,,,,,
1775,7264504,14200,0.005554968416208565,0.875,0.875,,,,,
1776,7267968,14208,0.00574838384393606,1.0,1.0,,,,,
1777,7271432,14216,0.00914355318375544,0.75,0.75,0.006791267665411964,0.625,0.625,,
1778,7275984,14224,0.005426996834932232,0.75,0.75,,,,,
1779,7279000,14232,0.005579387339858812,1.0,1.0,,,,,
1780,7283424,14240,0.0048950333460338336,0.875,0.875,,,,,
1781,7287848,14248,0.00407821603613181,1.0,1.0,,,,,
1782,7291440,14256,0.007573398169638943,0.75,0.75,,,,,
1783,7294968,14264,0.007075531237476341,1.0,1.0,,,,,
1784,7298560,14272,0.005859503254373098,0.875,0.875,,,,,
1785,7302472,14280,0.009448543606021821,0.75,0.75,0.006536932213676053,0.75,0.75,,
1786,7305744,14288,0.008857137644005503,0.625,0.625,,,,,
1787,7310360,14296,0.006674115811436402,0.875,0.875,,,,,
1788,7315872,14304,0.005779465410045725,0.75,0.75,,,,,
1789,7319144,14312,0.0046970210339189085,0.75,0.75,,,,,
1790,7322480,14320,0.005695432077417749,0.875,0.875,,,,,
1791,7326968,14328,0.004801921054814963,0.875,0.875,,,,,
1792,7330560,14336,0.003931088859688218,0.875,0.875,,,,,
1793,7334600,14344,0.007415943724614965,0.875,0.875,0.009298787285400305,0.75,0.75,,
1794,7337168,14352,0.0066036165502038795,0.875,0.875,,,,,
1795,7340888,14360,0.007805508661228575,0.625,0.625,,,,,
1796,7345120,14368,0.007475331193976266,1.0,1.0,,,,,
1797,7349736,14376,0.005053044385061326,0.625,0.625,,,,,
1798,7354224,14384,0.007016407997773524,1.0,1.0,,,,,
1799,7357496,14392,0.008083686703806024,0.875,0.875,,,,,
1800,7361536,14400,0.005864430051300309,0.875,0.875,,,,,
1801,7366920,14408,0.005860248341595329,0.875,0.875,0.007362599160166329,0.625,0.625,,
1802,7372496,14416,0.003895340339058611,0.75,0.75,,,,,
1803,7378072,14424,0.006498612207547775,0.875,0.875,,,,,
1804,7381216,14432,0.0034491244375237334,0.875,0.875,,,,,
1805,7385832,14440,0.005830868103891414,0.625,0.625,,,,,
1806,7388912,14448,0.009344612990577032,0.875,0.875,,,,,
1807,7392440,14456,0.004288019262926036,1.0,1.0,,,,,
1808,7396224,14464,0.006897933448184331,0.875,0.875,,,,,
1809,7400968,14472,0.0068932275122320615,0.75,0.75,0.0063319268799516435,0.875,0.875,,
1810,7405584,14480,0.005841799070303066,0.875,0.875,,,,,
1811,7411224,14488,0.005549259911937627,1.0,1.0,,,,,
1812,7415392,14496,0.006048346964796454,0.875,0.875,,,,,
1813,7419240,14504,0.007253357631422297,0.875,0.875,,,,,
1814,7423152,14512,0.005815270206673901,0.875,0.875,,,,,
1815,7425912,14520,0.007645015757783703,0.875,0.875,,,,,
1816,7429568,14528,0.0061104119305113135,0.875,0.875,,,,,
1817,7433672,14536,0.007143497425960709,0.875,0.875,0.006166834207146143,0.75,0.75,,
1818,7439056,14544,0.004059840050494977,1.0,1.0,,,,,
1819,7443032,14552,0.009238157878011386,0.625,0.625,,,,,
1820,7446496,14560,0.006434928362377252,0.875,0.875,,,,,
1821,7450856,14568,0.009296554846377484,0.625,0.625,,,,,
1822,7454576,14576,0.004898099025546087,0.875,0.875,,,,,
1823,7459320,14584,0.006333667910162825,0.875,0.875,,,,,
1824,7462784,14592,0.008584854515394882,0.75,0.75,,,,,
1825,7465992,14600,0.007699408989254198,0.875,0.875,0.008764740740955604,0.75,0.75,,
1826,7468944,14608,0.006623458464058658,1.0,1.0,,,,,
1827,7473240,14616,0.005998162147690743,0.875,0.875,,,,,
1828,7478304,14624,0.004645882359850079,0.875,0.875,,,,,
1829,7481832,14632,0.006151839884148482,0.875,0.875,,,,,
1830,7484656,14640,0.009283928350896697,0.625,0.625,,,,,
1831,7487864,14648,0.006292603660074857,0.75,0.75,,,,,
1832,7492480,14656,0.0041016350335516105,0.875,0.875,,,,,
1833,7495176,14664,0.007841667035468767,0.875,0.875,0.008635296012582127,0.75,0.75,,
1834,7500176,14672,0.0034136806713628972,1.0,1.0,,,,,
1835,7504344,14680,0.009161175827191996,0.625,0.625,,,,,
1836,7509024,14688,0.007579593689573782,0.875,0.875,,,,,
1837,7513128,14696,0.0073691999363718185,0.625,0.625,,,,,
1838,7518512,14704,0.004657603970096306,0.875,0.875,,,,,
1839,7522552,14712,0.003856110700917697,0.875,0.875,,,,,
1840,7525440,14720,0.0073295050532581315,0.875,0.875,,,,,
1841,7529160,14728,0.008171052948444175,0.5,0.5,0.006401579301957668,1.0,1.0,,
1842,7533456,14736,0.006226190022358855,0.75,0.75,,,,,
1843,7537752,14744,0.007690170205481143,0.625,0.625,,,,,
1844,7542944,14752,0.006257516277881731,0.875,0.875,,,,,
1845,7547112,14760,0.006639264471789814,1.0,1.0,,,,,
1846,7550704,14768,0.006835635291124023,1.0,1.0,,,,,
1847,7555320,14776,0.008297218457887383,0.875,0.875,,,,,
1848,7559296,14784,0.006845851223142239,0.625,0.625,,,,,
1849,7562504,14792,0.007563984736815254,0.75,0.75,0.008454912235667151,0.875,0.875,,
1850,7565776,14800,0.009122092378468926,0.75,0.75,,,,,
1851,7569944,14808,0.005644536599937986,1.0,1.0,,,,,
1852,7575264,14816,0.0035564042442133067,0.875,0.875,,,,,
1853,7577384,14824,0.005562678928036727,0.875,0.875,,,,,
1854,7580272,14832,0.006750446849195401,0.875,0.875,,,,,
1855,7585016,14840,0.004129567387803195,0.875,0.875,,,,,
1856,7588544,14848,0.007998143666642352,0.5,0.5,,,,,
1857,7592264,14856,0.00742082458764188,0.875,0.875,0.004660502767930005,1.0,1.0,,
1858,7595984,14864,0.005848832616076955,0.875,0.875,,,,,
1859,7599320,14872,0.00948589841703425,0.625,0.625,,,,,
1860,7603360,14880,0.005621237208587093,1.0,1.0,,,,,
1861,7607208,14888,0.007063947208235532,0.875,0.875,,,,,
1862,7611376,14896,0.005783070162453255,1.0,1.0,,,,,
1863,7615416,14904,0.006147011159904014,0.625,0.625,,,,,
1864,7620608,14912,0.004388411425084476,1.0,1.0,,,,,
1865,7624712,14920,0.0038835359434244467,1.0,1.0,0.008669530936698403,0.75,0.75,,
1866,7627408,14928,0.008021732912122168,0.875,0.875,,,,,
1867,7632472,14936,0.005875931808130035,1.0,1.0,,,,,
1868,7636320,14944,0.004530141397149366,0.75,0.75,,,,,
1869,7641704,14952,0.004725051827403674,1.0,1.0,,,,,
1870,7645232,14960,0.008580555388579525,1.0,1.0,,,,,
1871,7648440,14968,0.009250069469355847,0.625,0.625,,,,,
1872,7652224,14976,0.004803738582915049,0.875,0.875,,,,,
1873,7656200,14984,0.006602650391608703,1.0,1.0,0.008663121615233886,0.75,0.75,,
1874,7659024,14992,0.006748316200472463,0.875,0.875,,,,,
1875,7662744,15000,0.009207336253454265,0.5,0.5,,,,,
1876,7666528,15008,0.005619374984450068,0.875,0.875,,,,,
1877,7670248,15016,0.00803400476159256,1.0,1.0,,,,,
1878,7674544,15024,0.005880807667532462,0.875,0.875,,,,,
1879,7679224,15032,0.006586847901028384,0.75,0.75,,,,,
1880,7683456,15040,0.004665726194985563,1.0,1.0,,,,,
1881,7686408,15048,0.0060133981155625,0.875,0.875,0.004649675029024466,0.875,0.875,,
1882,7691792,15056,0.008204761112060713,0.625,0.625,,,,,
1883,7696856,15064,0.006089633631194657,0.625,0.625,,,,,
1884,7700064,15072,0.0074937357552588395,0.875,0.875,,,,,
1885,7705512,15080,0.006336059171316991,0.5,0.5,,,,,
1886,7710704,15088,0.005892808335466816,0.75,0.75,,,,,
1887,7715128,15096,0.005761254127409195,0.625,0.625,,,,,
1888,7720576,15104,0.005386920684640469,0.75,0.75,,,,,
1889,7724360,15112,0.005575608275451392,1.0,1.0,0.007666550379083648,0.625,0.625,,
1890,7729424,15120,0.004581805223815138,0.875,0.875,,,,,
1891,7735640,15128,0.006704133147510566,0.75,0.75,,,,,
1892,7739488,15136,0.007248552577860214,0.75,0.75,,,,,
1893,7743528,15144,0.005190791128728071,1.0,1.0,,,,,
1894,7750256,15152,0.006733710456455692,0.75,0.75,,,,,
1895,7754744,15160,0.005854850398983097,0.875,0.875,,,,,
1896,7758528,15168,0.005781290189032582,0.875,0.875,,,,,
1897,7761480,15176,0.006248640111553194,1.0,1.0,0.006454766352141491,1.0,1.0,,
1898,7765520,15184,0.005439509994987641,0.75,0.75,,,,,
1899,7768664,15192,0.008294247767360895,0.875,0.875,,,,,
1900,7772192,15200,0.00970116228671541,0.75,0.75,,,,,
1901,7777896,15208,0.005009620866812356,0.75,0.75,,,,,
1902,7783088,15216,0.0035514687155299273,0.75,0.75,,,,,
1903,7786488,15224,0.0055342840849916825,0.75,0.75,,,,,
1904,7790080,15232,0.008459763270764534,0.875,0.875,,,,,
1905,7794184,15240,0.005510059862067499,1.0,1.0,0.004492241645215221,1.0,1.0,,
1906,7798160,15248,0.007429923422320147,0.875,0.875,,,,,
1907,7802008,15256,0.005996509690344012,1.0,1.0,,,,,
1908,7806112,15264,0.005573024682269008,0.875,0.875,,,,,
1909,7810536,15272,0.006175768760143387,0.875,0.875,,,,,
1910,7814704,15280,0.007770119096372896,1.0,1.0,,,,,
1911,7818488,15288,0.005725516412230293,0.75,0.75,,,,,
1912,7821376,15296,0.003110140954558871,1.0,1.0,,,,,
1913,7825736,15304,0.00502281388907673,0.875,0.875,0.007280001557662174,0.875,0.875,,
1914,7829456,15312,0.0064245317174003854,0.75,0.75,,,,,
1915,7832536,15320,0.006558664096472002,0.875,0.875,,,,,
1916,7836128,15328,0.004982291568564922,0.75,0.75,,,,,
1917,7840104,15336,0.00739633920315857,0.625,0.625,,,,,
1918,7843568,15344,0.005980891633660405,0.875,0.875,,,,,
1919,7846840,15352,0.00636026075140774,0.75,0.75,,,,,
1920,7850688,15360,0.0096092914442636,0.5,0.5,,,,,
1921,7856136,15368,0.005281608847039111,1.0,1.0,0.00570540502837046,0.875,0.875,,
1922,7859856,15376,0.0072118963943513855,1.0,1.0,,,,,
1923,7864024,15384,0.009029493584960569,0.75,0.75,,,,,
1924,7867360,15392,0.009138358304840506,0.625,0.625,,,,,
1925,7871464,15400,0.006672662172968799,0.625,0.625,,,,,
1926,7874992,15408,0.007250108785428216,0.875,0.875,,,,,
1927,7878968,15416,0.0076744266504845705,0.875,0.875,,,,,
1928,7883392,15424,0.004075816269037474,1.0,1.0,,,,,
1929,7888008,15432,0.006909030199555742,0.75,0.75,0.008097437771194227,0.875,0.875,,
1930,7891984,15440,0.006267568686698779,0.875,0.875,,,,,
1931,7897176,15448,0.004612833932587721,0.875,0.875,,,,,
1932,7901408,15456,0.005712361391289242,0.75,0.75,,,,,
1933,7907496,15464,0.008222354281273433,0.5,0.5,,,,,
1934,7913072,15472,0.006529033545010992,0.625,0.625,,,,,
1935,7917496,15480,0.0038565593563568146,1.0,1.0,,,,,
1936,7921216,15488,0.004085903849611064,1.0,1.0,,,,,
1937,7923976,15496,0.004131824292921012,1.0,1.0,0.007362361549964295,0.75,0.75,,
1938,7928080,15504,0.0065720706506116056,0.75,0.75,,,,,
1939,7931544,15512,0.0055627856568386015,1.0,1.0,,,,,
1940,7936352,15520,0.0038818053972939173,1.0,1.0,,,,,
1941,7940648,15528,0.005235869554247697,1.0,1.0,,,,,
1942,7943344,15536,0.0042174835020063455,1.0,1.0,,,,,
1943,7947192,15544,0.006598221565157077,0.875,0.875,,,,,
1944,7951872,15552,0.00559316277454276,1.0,1.0,,,,,
1945,7956808,15560,0.0063838189900439725,1.0,1.0,0.006836272365189186,0.875,0.875,,
1946,7960720,15568,0.007520621413284155,0.625,0.625,,,,,
1947,7964504,15576,0.005277383086307635,0.875,0.875,,,,,
1948,7969056,15584,0.009105996304511834,0.75,0.75,,,,,
1949,7972200,15592,0.006450489390727187,0.875,0.875,,,,,
1950,7976496,15600,0.004187237738727333,0.875,0.875,,,,,
1951,7980600,15608,0.006292225644011147,0.625,0.625,,,,,
1952,7984704,15616,0.007214981124341833,0.75,0.75,,,,,
1953,7990856,15624,0.003944006701372471,0.875,0.875,0.006612677188116734,0.875,0.875,,
1954,7994960,15632,0.004033151738511198,0.875,0.875,,,,,
1955,7998936,15640,0.00667799869903863,0.625,0.625,,,,,
1956,8002720,15648,0.007458078501938635,0.875,0.875,,,,,
1957,8006376,15656,0.006901621604162773,0.875,0.875,,,,,
1958,8010416,15664,0.006023252870868989,0.875,0.875,,,,,
1959,8014072,15672,0.004050925799093235,1.0,1.0,,,,,
1960,8019136,15680,0.005280482599764093,0.75,0.75,,,,,
1961,8023176,15688,0.009274000109989775,0.875,0.875,0.007942431970446145,0.75,0.75,,
1962,8025808,15696,0.005428941584298317,1.0,1.0,,,,,
1963,8030040,15704,0.007367574437239964,0.875,0.875,,,,,
1964,8033952,15712,0.004434344671498338,1.0,1.0,,,,,
1965,8036712,15720,0.008936018435811979,0.875,0.875,,,,,
1966,8039536,15728,0.007220755304953791,0.875,0.875,,,,,
1967,8045048,15736,0.008176252982204014,0.75,0.75,,,,,
1968,8049088,15744,0.003988711160202905,0.875,0.875,,,,,
1969,8052360,15752,0.007157910853547081,1.0,1.0,0.005309361604111566,0.875,0.875,,
1970,8058448,15760,0.0051235830839675995,0.5,0.5,,,,,
1971,8061976,15768,0.005594057031828562,0.75,0.75,,,,,
1972,8066144,15776,0.007206940270400965,1.0,1.0,,,,,
1973,8071208,15784,0.005642444243854316,0.875,0.875,,,,,
1974,8075440,15792,0.006297764832001682,1.0,1.0,,,,,
1975,8078904,15800,0.006179570038983537,0.875,0.875,,,,,
1976,8081728,15808,0.007578925282977236,0.625,0.625,,,,,
1977,8087240,15816,0.004473597714145343,0.875,0.875,0.005761061529546708,0.75,0.75,,
1978,8092048,15824,0.006604453003882972,0.875,0.875,,,,,
1979,8097688,15832,0.005396181728356103,0.75,0.75,,,,,
1980,8101856,15840,0.007956025459250494,0.625,0.625,,,,,
1981,8105192,15848,0.008358973191989475,0.875,0.875,,,,,
1982,8108656,15856,0.008244552326130736,0.875,0.875,,,,,
1983,8112120,15864,0.006587341903773366,1.0,1.0,,,,,
1984,8116672,15872,0.005807327125661529,0.75,0.75,,,,,
1985,8120008,15880,0.00717043968004313,1.0,1.0,0.0068174644358636955,0.625,0.625,,
1986,8123216,15888,0.006640801142069888,0.625,0.625,,,,,
1987,8127576,15896,0.006936562874679602,0.875,0.875,,,,,
1988,8132512,15904,0.005356623619003193,1.0,1.0,,,,,
1989,8136488,15912,0.008161022436701604,1.0,1.0,,,,,
1990,8139248,15920,0.005214586486109445,0.875,0.875,,,,,
1991,8142008,15928,0.0054246736425534025,0.875,0.875,,,,,
1992,8147200,15936,0.006605815866109986,0.875,0.875,,,,,
1993,8151176,15944,0.007082612418532603,1.0,1.0,0.004911211488943206,1.0,1.0,,
1994,8156688,15952,0.007328172355899623,0.875,0.875,,,,,
1995,8160472,15960,0.009037580452198431,0.75,0.75,,,,,
1996,8164576,15968,0.005939793517967832,0.75,0.75,,,,,
1997,8168296,15976,0.006117614239299855,0.75,0.75,,,,,
1998,8173168,15984,0.006184522322033133,1.0,1.0,,,,,
1999,8176504,15992,0.006334815141704993,0.875,0.875,,,,,
2000,8180736,16000,0.004038080292238862,1.0,1.0,,,,,
2001,8183880,16008,0.005770230715990848,0.875,0.875,0.006325319351385795,0.75,0.75,,
