step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
53,216680,424,0.01470455514512623,0.625,0.625,,,,,
54,221680,432,0.013258267862557332,0.75,0.75,,,,,
55,226424,440,0.01102452111752267,1.0,1.0,,,,,
56,233408,448,0.009454173503632719,0.875,0.875,,,,,
57,237320,456,0.01507667928195505,0.625,0.625,0.01076453056101052,1.0,1.0,,
58,240912,464,0.01858391459841307,0.625,0.625,,,,,
59,245464,472,0.014658256819895963,0.75,0.75,,,,,
60,248416,480,0.015671762034793816,0.5,0.5,,,,,
61,254952,488,0.011189206729718161,0.75,0.75,,,,,
62,259504,496,0.016468657491795085,0.625,0.625,,,,,
63,263160,504,0.014861299212552746,0.625,0.625,,,,,
64,267712,512,0.013247208783578577,0.875,0.875,,,,,
65,271560,520,0.018561746996508692,0.625,0.625,0.015938507017309388,0.75,0.75,,
66,274768,528,0.019896431656281407,0.625,0.625,,,,,
67,278552,536,0.014438193275475823,0.625,0.625,,,,,
68,281760,544,0.013068894934126173,0.875,0.875,,,,,
69,285928,552,0.015347804322442257,0.375,0.375,,,,,
70,290352,560,0.01108881325630047,1.0,1.0,,,,,
71,293624,568,0.017229776960176215,0.75,0.75,,,,,
72,297600,576,0.014732633275695444,0.5,0.5,,,,,
73,301064,584,0.013161296117785319,0.75,0.75,0.009770096015985783,1.0,1.0,,
74,304336,592,0.012507454581077706,0.5,0.5,,,,,
75,307864,600,0.015625727385121323,0.75,0.75,,,,,
76,311264,608,0.013896149372094008,0.75,0.75,,,,,
77,313640,616,0.01370430641282789,0.875,0.875,,,,,
78,318000,624,0.012301127029896438,0.625,0.625,,,,,
79,323256,632,0.009999592507559172,1.0,1.0,,,,,
80,327552,640,0.010597211453169126,0.75,0.75,,,,,
81,332424,648,0.012096512124303132,1.0,1.0,0.011982362680594714,0.75,0.75,,
82,338000,656,0.01354102060006451,0.875,0.875,,,,,
83,345496,664,0.006789146707020322,0.75,0.75,,,,,
84,348384,672,0.021445548397917034,0.375,0.375,,,,,
85,353384,680,0.013204847143799702,0.75,0.75,,,,,
86,358000,688,0.011702625153672534,0.875,0.875,,,,,
87,363640,696,0.011861216491982008,0.625,0.625,,,,,
88,369408,704,0.013044621568998513,0.75,0.75,,,,,
89,375816,712,0.008469448708131528,0.75,0.75,0.012480618897334553,0.875,0.875,,
90,380048,720,0.01414571635777991,0.625,0.625,,,,,
91,383768,728,0.011693982666689065,1.0,1.0,,,,,
92,387552,736,0.010309498908458987,0.875,0.875,,,,,
93,391080,744,0.011386536555550225,0.75,0.75,,,,,
94,395056,752,0.011725474440879647,0.75,0.75,,,,,
95,399032,760,0.011127496351557077,1.0,1.0,,,,,
96,401984,768,0.012106257056865343,1.0,1.0,,,,,
97,407496,776,0.009644574722993581,0.875,0.875,0.012383428257759531,0.875,0.875,,
98,412432,784,0.010475471090605499,0.875,0.875,,,,,
99,416408,792,0.011597666193243445,0.625,0.625,,,,,
100,420640,800,0.010694796175991492,0.875,0.875,,,,,
101,425704,808,0.009225821083092967,0.75,0.75,,,,,
102,428848,816,0.01152063996942603,0.875,0.875,,,,,
103,434040,824,0.009870191083947603,0.75,0.75,,,,,
104,437952,832,0.010637557352256204,0.75,0.75,,,,,
105,441416,840,0.011485536742072464,0.625,0.625,0.01272972133271602,0.5,0.5,,
106,444432,848,0.012558942722060904,1.0,1.0,,,,,
107,448856,856,0.01212669445015533,0.625,0.625,,,,,
108,452896,864,0.012699248375822555,0.625,0.625,,,,,
109,457832,872,0.012824892472349829,1.0,1.0,,,,,
110,460528,880,0.014025513820747943,0.625,0.625,,,,,
111,464184,888,0.013853881998393438,0.75,0.75,,,,,
112,467840,896,0.010396630607667712,1.0,1.0,,,,,
113,473224,904,0.00930946538599402,1.0,1.0,0.011445599228198452,0.75,0.75,,
114,476240,912,0.01378279007972623,0.5,0.5,,,,,
115,479000,920,0.011898903717042317,0.875,0.875,,,,,
116,483808,928,0.00881439728711101,0.75,0.75,,,,,
117,489640,936,0.008308770326436007,0.75,0.75,,,,,
118,493872,944,0.012463653898911969,0.5,0.5,,,,,
119,499896,952,0.008075933618564454,0.625,0.625,,,,,
120,504192,960,0.0110593984923012,0.5,0.5,,,,,
121,508808,968,0.010584615346697971,0.5,0.5,0.009971109700620349,0.75,0.75,,
122,512080,976,0.01294864561092749,0.625,0.625,,,,,
123,516888,984,0.010429987584417435,0.75,0.75,,,,,
124,523040,992,0.008529603385873623,0.625,0.625,,,,,
125,525928,1000,0.013278077418548053,0.875,0.875,,,,,
126,529648,1008,0.01283052246174888,0.875,0.875,,,,,
127,533176,1016,0.010262913054359326,0.875,0.875,,,,,
128,537344,1024,0.01151925525587264,0.625,0.625,,,,,
129,540360,1032,0.012465437545860353,1.0,1.0,0.010865115241949498,0.75,0.75,,
130,544272,1040,0.012754071331139958,0.875,0.875,,,,,
131,548952,1048,0.008755444963679507,0.875,0.875,,,,,
132,552352,1056,0.01241833691422541,0.875,0.875,,,,,
133,555432,1064,0.009458020493593065,1.0,1.0,,,,,
134,559152,1072,0.012380332878011676,0.75,0.75,,,,,
135,564088,1080,0.010858667358894205,1.0,1.0,,,,,
136,568192,1088,0.012380576125427872,0.75,0.75,,,,,
137,572040,1096,0.007066502739816312,1.0,1.0,0.010858209618287823,0.875,0.875,,
138,576016,1104,0.011646946260822667,0.625,0.625,,,,,
139,578776,1112,0.013906546756512747,1.0,1.0,,,,,
140,583392,1120,0.008142885919590588,1.0,1.0,,,,,
141,587752,1128,0.01161068510834544,0.625,0.625,,,,,
142,591024,1136,0.01071615327232811,0.875,0.875,,,,,
143,594744,1144,0.014983194360700156,0.75,0.75,,,,,
144,598784,1152,0.012803837267180861,0.75,0.75,,,,,
145,602376,1160,0.01459515245489568,0.75,0.75,0.010556786236260192,0.625,0.625,,
146,606800,1168,0.011751038595990061,0.625,0.625,,,,,
147,614424,1176,0.008503481173845764,0.625,0.625,,,,,
148,619424,1184,0.010384511212191031,0.875,0.875,,,,,
149,623400,1192,0.008816163335682383,0.75,0.75,,,,,
150,627120,1200,0.009259792324698906,0.875,0.875,,,,,
151,630456,1208,0.013848893037169716,0.75,0.75,,,,,
152,636032,1216,0.009824973831407022,0.5,0.5,,,,,
153,639368,1224,0.01265919857758422,0.5,0.5,0.01267303449877215,0.625,0.625,,
154,643728,1232,0.009183224783656404,0.875,0.875,,,,,
155,648152,1240,0.013629259864402585,0.625,0.625,,,,,
156,652000,1248,0.01249857816440495,0.5,0.5,,,,,
157,655976,1256,0.01204229516108302,0.875,0.875,,,,,
158,659760,1264,0.010395163048260258,0.625,0.625,,,,,
159,665272,1272,0.010216961765228806,1.0,1.0,,,,,
160,670208,1280,0.007766317660997853,0.75,0.75,,,,,
161,676040,1288,0.006220368213509481,0.875,0.875,0.010071962940252964,0.75,0.75,,
162,681872,1296,0.007434765632011947,0.625,0.625,,,,,
163,686168,1304,0.00905773803038926,0.75,0.75,,,,,
164,690976,1312,0.008122159779091915,0.75,0.75,,,,,
165,695016,1320,0.008799152414082427,0.875,0.875,,,,,
166,699952,1328,0.009709330504246069,0.75,0.75,,,,,
167,705976,1336,0.00928287067534338,0.625,0.625,,,,,
168,708608,1344,0.010034263956341029,0.625,0.625,,,,,
169,712904,1352,0.01299482327321625,0.625,0.625,0.00772563033663204,1.0,1.0,,
170,717840,1360,0.009835024037282097,0.75,0.75,,,,,
171,721880,1368,0.007521795389907706,1.0,1.0,,,,,
172,725408,1376,0.010740930661125811,0.75,0.75,,,,,
173,728168,1384,0.01105066707163969,1.0,1.0,,,,,
174,732144,1392,0.010645965236533949,0.625,0.625,,,,,
175,736696,1400,0.008222099558392289,0.875,0.875,,,,,
176,740224,1408,0.012185548811215459,0.75,0.75,,,,,
177,743048,1416,0.010221644796840993,0.75,0.75,0.013007545569657235,0.75,0.75,,
178,746896,1424,0.009519631257068999,1.0,1.0,,,,,
179,751512,1432,0.009282731629265949,1.0,1.0,,,,,
180,754720,1440,0.011559989109188627,0.75,0.75,,,,,
181,759976,1448,0.008589310159408442,0.875,0.875,,,,,
182,763632,1456,0.008227741390240198,0.75,0.75,,,,,
183,767736,1464,0.010266274790481198,0.75,0.75,,,,,
184,772160,1472,0.00848568025060044,0.625,0.625,,,,,
185,774728,1480,0.012859107384423765,0.75,0.75,0.007576470276710014,0.875,0.875,,
186,777680,1488,0.011160860693250505,0.75,0.75,,,,,
187,781272,1496,0.007906577234905008,1.0,1.0,,,,,
188,784800,1504,0.0112145682596444,0.875,0.875,,,,,
189,788776,1512,0.009484279247620755,0.75,0.75,,,,,
190,792560,1520,0.007793160746464746,0.875,0.875,,,,,
191,797240,1528,0.008101507892747611,0.75,0.75,,,,,
192,801408,1536,0.013111741349237758,0.625,0.625,,,,,
193,804808,1544,0.01028663875668145,1.0,1.0,0.006837939836612157,1.0,1.0,,
194,808336,1552,0.01051158622655397,0.875,0.875,,,,,
195,812760,1560,0.011706230365785079,0.625,0.625,,,,,
196,817056,1568,0.00792656948158373,0.875,0.875,,,,,
197,820456,1576,0.010156852825038351,0.875,0.875,,,,,
198,824752,1584,0.007915883086530951,0.75,0.75,,,,,
199,830072,1592,0.00796137136811692,0.875,0.875,,,,,
200,833280,1600,0.012989906043786557,0.625,0.625,,,,,
201,838536,1608,0.006531860021169946,0.75,0.75,0.009125187971254604,0.625,0.625,,
202,841488,1616,0.009264689977239707,0.625,0.625,,,,,
203,845336,1624,0.010197216332976714,1.0,1.0,,,,,
204,849120,1632,0.00913303352321466,0.75,0.75,,,,,
205,852072,1640,0.013220240751736589,0.5,0.5,,,,,
206,856752,1648,0.007272051752838173,0.875,0.875,,,,,
207,861048,1656,0.012119928966673606,0.75,0.75,,,,,
208,864704,1664,0.009390199736632661,0.875,0.875,,,,,
209,867656,1672,0.013894012921969123,0.625,0.625,0.008920054616694536,0.5,0.5,,
210,870736,1680,0.009782563567373373,1.0,1.0,,,,,
211,874264,1688,0.010006786396447335,0.625,0.625,,,,,
212,878304,1696,0.0075296845507418315,0.875,0.875,,,,,
213,882280,1704,0.01159563121246319,0.375,0.375,,,,,
214,886832,1712,0.010029498102923867,0.625,0.625,,,,,
215,890104,1720,0.0097361891275074,0.875,0.875,,,,,
216,895488,1728,0.008460895469457734,0.625,0.625,,,,,
217,899528,1736,0.008306886272403478,1.0,1.0,0.008200651391929709,0.75,0.75,,
218,902608,1744,0.011483083976779274,0.875,0.875,,,,,
219,908120,1752,0.008343544718576148,0.75,0.75,,,,,
220,913760,1760,0.008418664749615348,0.75,0.75,,,,,
221,917864,1768,0.00956323154802328,0.75,0.75,,,,,
222,923504,1776,0.007852807776238884,0.75,0.75,,,,,
223,927864,1784,0.009155181841149858,0.75,0.75,,,,,
224,931968,1792,0.016426267659150978,0.25,0.25,,,,,
225,935176,1800,0.01208674449175256,0.5,0.5,0.00813088425976327,0.875,0.875,,
226,938128,1808,0.0086837060178506,0.875,0.875,,,,,
227,943064,1816,0.005647269969239744,0.875,0.875,,,,,
228,946912,1824,0.009774544225433508,0.875,0.875,,,,,
229,951080,1832,0.0121840056897182,0.75,0.75,,,,,
230,957168,1840,0.006133749891118134,0.75,0.75,,,,,
231,962360,1848,0.007689215592312515,0.625,0.625,,,,,
232,965056,1856,0.010825775455631566,1.0,1.0,,,,,
233,969480,1864,0.009437137418944105,0.625,0.625,0.012890851238842635,0.375,0.375,,
234,974736,1872,0.007045708863097706,0.875,0.875,,,,,
235,978584,1880,0.009120367473568888,1.0,1.0,,,,,
236,983072,1888,0.009913649135343134,0.875,0.875,,,,,
237,987432,1896,0.013285154372914224,0.5,0.5,,,,,
238,991088,1904,0.009864659179503058,0.75,0.75,,,,,
239,996088,1912,0.006193362275902917,1.0,1.0,,,,,
240,1000000,1920,0.00998392875968731,0.75,0.75,,,,,
241,1003656,1928,0.011964124788604747,0.75,0.75,0.010590597590844575,0.75,0.75,,
242,1008528,1936,0.009331714205608674,0.75,0.75,,,,,
243,1012632,1944,0.009012773138893496,0.875,0.875,,,,,
244,1016864,1952,0.010708694556179512,0.875,0.875,,,,,
245,1019752,1960,0.011766758267006742,0.625,0.625,,,,,
246,1023664,1968,0.008482117323846957,0.875,0.875,,,,,
247,1027640,1976,0.009601159093075984,0.875,0.875,,,,,
248,1030592,1984,0.008512796507682744,0.75,0.75,,,,,
249,1035144,1992,0.006972923932201637,0.75,0.75,0.009969084654634825,0.625,0.625,,
250,1039184,2000,0.010274487630226821,0.5,0.5,,,,,
251,1041688,2008,0.006765546117388592,1.0,1.0,,,,,
252,1046176,2016,0.007299452346874846,0.875,0.875,,,,,
253,1050472,2024,0.00995785416373205,0.625,0.625,,,,,
254,1054384,2032,0.009441183434956998,0.75,0.75,,,,,
255,1058552,2040,0.011262124583759926,0.875,0.875,,,,,
256,1061376,2048,0.006638501907491565,1.0,1.0,,,,,
257,1066632,2056,0.005129898665021513,0.75,0.75,0.010748533588861983,0.75,0.75,,
258,1071312,2064,0.009506433588247466,0.75,0.75,,,,,
259,1074264,2072,0.009301997874827172,0.875,0.875,,,,,
260,1079008,2080,0.008013659904334596,0.875,0.875,,,,,
261,1082856,2088,0.012345180321221486,0.75,0.75,,,,,
262,1087408,2096,0.005285658152522755,0.75,0.75,,,,,
263,1090680,2104,0.009125599452283611,0.875,0.875,,,,,
264,1096960,2112,0.007213094796977005,0.875,0.875,,,,,
265,1100296,2120,0.005038050801391234,1.0,1.0,0.005423426110157167,0.875,0.875,,
266,1104272,2128,0.009767404853360506,0.625,0.625,,,,,
267,1112088,2136,0.00610627038232961,0.75,0.75,,,,,
268,1115552,2144,0.008794392553207292,0.875,0.875,,,,,
269,1120616,2152,0.010962308945051881,0.5,0.5,,,,,
270,1123760,2160,0.009235855933718997,0.625,0.625,,,,,
271,1128184,2168,0.011311559044185151,0.875,0.875,,,,,
272,1131712,2176,0.009240492655812333,0.625,0.625,,,,,
273,1135752,2184,0.007230546622418608,0.875,0.875,0.009017859819618853,1.0,1.0,,
274,1141072,2192,0.005902549542275002,1.0,1.0,,,,,
275,1144536,2200,0.010986374360028932,1.0,1.0,,,,,
276,1148128,2208,0.009423173472340366,0.875,0.875,,,,,
277,1152424,2216,0.008286589642670393,0.75,0.75,,,,,
278,1154800,2224,0.007767744323903544,0.75,0.75,,,,,
279,1159096,2232,0.010584112294212453,0.5,0.5,,,,,
280,1163264,2240,0.009864752661228523,0.75,0.75,,,,,
281,1167112,2248,0.011086034261770865,1.0,1.0,0.009374062653366141,0.625,0.625,,
282,1170512,2256,0.011358904768445853,0.75,0.75,,,,,
283,1175000,2264,0.00869477804441061,0.875,0.875,,,,,
284,1178976,2272,0.00963110215196314,0.5,0.5,,,,,
285,1183912,2280,0.009099661160695535,0.875,0.875,,,,,
286,1188272,2288,0.00818990284548941,1.0,1.0,,,,,
287,1193400,2296,0.009017838515522533,0.75,0.75,,,,,
288,1196928,2304,0.011158984757639953,0.75,0.75,,,,,
289,1201864,2312,0.006927288394986871,1.0,1.0,0.008158285628783225,1.0,1.0,,
290,1204560,2320,0.012526468304550124,0.75,0.75,,,,,
291,1209752,2328,0.008480221628634961,0.75,0.75,,,,,
292,1212576,2336,0.01034181326418865,0.75,0.75,,,,,
293,1217640,2344,0.01090943683249128,0.125,0.125,,,,,
294,1222768,2352,0.007698663690774964,0.75,0.75,,,,,
295,1226616,2360,0.00893355083344003,0.875,0.875,,,,,
296,1230784,2368,0.008125979879334453,0.875,0.875,,,,,
297,1233480,2376,0.012207428712125662,0.375,0.375,0.011665759182592488,1.0,1.0,,
298,1236944,2384,0.007413235304372836,1.0,1.0,,,,,
299,1240344,2392,0.008998623700286595,0.625,0.625,,,,,
300,1247584,2400,0.005257964522805359,0.875,0.875,,,,,
301,1252200,2408,0.005501662780100622,0.875,0.875,,,,,
302,1257968,2416,0.00687441405046409,0.875,0.875,,,,,
303,1261688,2424,0.009230953668564417,0.625,0.625,,,,,
304,1267072,2432,0.007834218226430597,0.875,0.875,,,,,
305,1269704,2440,0.009466203112032992,0.875,0.875,0.009983706103416421,0.875,0.875,,
306,1273552,2448,0.008415910121289831,0.75,0.75,,,,,
307,1277336,2456,0.008048909301773679,0.75,0.75,,,,,
308,1281248,2464,0.00931517032651305,0.625,0.625,,,,,
309,1285992,2472,0.009493038511337553,0.625,0.625,,,,,
310,1291760,2480,0.006493899121220114,1.0,1.0,,,,,
311,1294904,2488,0.008057484417952187,1.0,1.0,,,,,
312,1298816,2496,0.007928734294387516,0.625,0.625,,,,,
313,1303432,2504,0.007765963127704534,0.875,0.875,0.006355965681126531,0.875,0.875,,
314,1307216,2512,0.00678356263849814,1.0,1.0,,,,,
315,1312216,2520,0.006369015445853956,0.875,0.875,,,,,
316,1316256,2528,0.006970833880303817,0.875,0.875,,,,,
317,1320040,2536,0.009209038424982429,0.875,0.875,,,,,
318,1324144,2544,0.012594910600120966,0.5,0.5,,,,,
319,1328312,2552,0.007667438340302267,0.875,0.875,,,,,
320,1333184,2560,0.006269298552629904,1.0,1.0,,,,,
321,1337416,2568,0.007742567263066271,0.875,0.875,0.009743410795386811,0.625,0.625,,
322,1341712,2576,0.0089389603876309,0.75,0.75,,,,,
323,1345432,2584,0.010670509819384097,0.5,0.5,,,,,
324,1348896,2592,0.008889410316544475,0.625,0.625,,,,,
325,1353000,2600,0.00836859316093693,0.5,0.5,,,,,
326,1356336,2608,0.009154185866264066,0.75,0.75,,,,,
327,1359992,2616,0.006861414426979792,0.875,0.875,,,,,
328,1363840,2624,0.010171582646597876,0.875,0.875,,,,,
329,1367112,2632,0.012400737109888848,0.625,0.625,0.008431308461359786,0.875,0.875,,
330,1370896,2640,0.009798236818877645,0.75,0.75,,,,,
331,1374552,2648,0.007007095642209473,1.0,1.0,,,,,
332,1378208,2656,0.008032027666200148,0.875,0.875,,,,,
333,1381416,2664,0.008759339164876125,0.875,0.875,,,,,
334,1385648,2672,0.00955721756281101,0.625,0.625,,,,,
335,1390072,2680,0.01036657667938128,0.625,0.625,,,,,
336,1393088,2688,0.00905838976432933,0.625,0.625,,,,,
337,1395976,2696,0.007717829999175407,0.875,0.875,0.008571941998510758,1.0,1.0,,
338,1400464,2704,0.005597514261103276,0.625,0.625,,,,,
339,1405528,2712,0.007812533741476642,0.5,0.5,,,,,
340,1410464,2720,0.006620743252628037,0.375,0.375,,,,,
341,1414504,2728,0.009504647506953786,0.625,0.625,,,,,
342,1418608,2736,0.008351095103618329,0.75,0.75,,,,,
343,1421816,2744,0.010872922549607917,0.625,0.625,,,,,
344,1426688,2752,0.008638841442144546,0.5,0.5,,,,,
345,1430472,2760,0.01132787167994974,0.5,0.5,0.007148323723342087,1.0,1.0,,
346,1434640,2768,0.006963653614826176,0.875,0.875,,,,,
347,1439320,2776,0.007583448968090841,0.625,0.625,,,,,
348,1443936,2784,0.008966177153010508,0.625,0.625,,,,,
349,1447592,2792,0.009182891493997968,0.875,0.875,,,,,
350,1454640,2800,0.004817719583550062,1.0,1.0,,,,,
351,1457592,2808,0.010473612692877627,0.75,0.75,,,,,
352,1463680,2816,0.005791668422485303,0.75,0.75,,,,,
353,1468232,2824,0.005426494339323488,1.0,1.0,0.007478327277488861,0.625,0.625,,
354,1472080,2832,0.008010820538108721,1.0,1.0,,,,,
355,1475928,2840,0.009633116891175788,0.75,0.75,,,,,
356,1480224,2848,0.009406037995871861,0.75,0.75,,,,,
357,1484648,2856,0.00896637100037634,0.625,0.625,,,,,
358,1488688,2864,0.008925372737372705,0.875,0.875,,,,,
359,1494840,2872,0.007939316323444407,0.75,0.75,,,,,
360,1497600,2880,0.009684563914942919,0.75,0.75,,,,,
361,1500552,2888,0.007456902492446305,1.0,1.0,0.00945435596413379,0.75,0.75,,
362,1505040,2896,0.006397666241551054,0.5,0.5,,,,,
363,1508760,2904,0.009419663012094112,0.875,0.875,,,,,
364,1514272,2912,0.006927591218750877,1.0,1.0,,,,,
365,1518888,2920,0.008466898810769275,0.75,0.75,,,,,
366,1524720,2928,0.006453627094463203,0.875,0.875,,,,,
367,1528312,2936,0.013834789569686602,0.625,0.625,,,,,
368,1531584,2944,0.012408675755014555,0.625,0.625,,,,,
369,1536392,2952,0.006938764555273932,0.875,0.875,0.007837561594383972,0.625,0.625,,
370,1540752,2960,0.008961736728318412,0.875,0.875,,,,,
371,1545496,2968,0.004124211208998334,0.875,0.875,,,,,
372,1548512,2976,0.014210022767470985,0.625,0.625,,,,,
373,1552488,2984,0.0080721489189601,0.875,0.875,,,,,
374,1556016,2992,0.011557306318141081,0.625,0.625,,,,,
375,1561528,3000,0.010490271337954245,0.5,0.5,,,,,
376,1565312,3008,0.008172248439659947,0.75,0.75,,,,,
377,1570376,3016,0.007657858445791918,0.75,0.75,0.008875870269803566,0.375,0.375,,
378,1574160,3024,0.008058118582590427,0.75,0.75,,,,,
379,1577688,3032,0.008273505147930025,1.0,1.0,,,,,
380,1580064,3040,0.012171576056309669,0.875,0.875,,,,,
381,1585256,3048,0.011355373500174836,0.5,0.5,,,,,
382,1589744,3056,0.012243188308423181,0.5,0.5,,,,,
383,1593592,3064,0.01021254308435269,0.75,0.75,,,,,
384,1598784,3072,0.00508078828979036,0.875,0.875,,,,,
385,1602632,3080,0.006793461551721058,0.875,0.875,0.007378029539779746,0.875,0.875,,
386,1605456,3088,0.009872261216442692,0.875,0.875,,,,,
387,1609496,3096,0.004743284718663892,0.75,0.75,,,,,
388,1613216,3104,0.005567769385598486,0.875,0.875,,,,,
389,1617384,3112,0.008772263774000859,0.625,0.625,,,,,
390,1623024,3120,0.0061393554799163115,1.0,1.0,,,,,
391,1626104,3128,0.01168964788665598,0.625,0.625,,,,,
392,1629632,3136,0.00905032724811055,0.625,0.625,,,,,
393,1635464,3144,0.006472313977796391,0.75,0.75,0.00841615752756807,0.875,0.875,,
394,1640592,3152,0.006848780785472297,0.875,0.875,,,,,
395,1645464,3160,0.005852881932230218,0.625,0.625,,,,,
396,1649440,3168,0.00907100484497039,0.875,0.875,,,,,
397,1653160,3176,0.007909607922734773,0.875,0.875,,,,,
398,1656560,3184,0.006794334493519868,0.75,0.75,,,,,
399,1661176,3192,0.005683134574305571,1.0,1.0,,,,,
400,1664448,3200,0.010485877683645008,0.625,0.625,,,,,
401,1667720,3208,0.0111276733462536,0.75,0.75,0.010089610000640742,0.625,0.625,,
402,1672784,3216,0.007189954890976226,0.875,0.875,,,,,
403,1677784,3224,0.006212554791957922,0.875,0.875,,,,,
404,1682208,3232,0.008526506300147509,0.875,0.875,,,,,
405,1685672,3240,0.01014628132372839,0.75,0.75,,,,,
406,1692016,3248,0.009548187184935638,0.25,0.25,,,,,
407,1696888,3256,0.0072017243493824774,0.875,0.875,,,,,
408,1700992,3264,0.011894039170403114,0.75,0.75,,,,,
409,1704648,3272,0.011723430005189923,1.0,1.0,0.00916075314160933,0.375,0.375,,
410,1708240,3280,0.00880599079618276,0.875,0.875,,,,,
411,1711320,3288,0.009506314128002432,0.75,0.75,,,,,
412,1715680,3296,0.008318995681527825,0.875,0.875,,,,,
413,1719656,3304,0.008136922912858575,0.875,0.875,,,,,
414,1722736,3312,0.0054208699083948195,0.875,0.875,,,,,
415,1726584,3320,0.006661151674222006,0.75,0.75,,,,,
416,1729536,3328,0.009959430026148594,0.5,0.5,,,,,
417,1735240,3336,0.006113810801716872,0.875,0.875,0.005443105719120657,1.0,1.0,,
418,1739600,3344,0.006370136974162542,0.75,0.75,,,,,
419,1743576,3352,0.006459392595149634,1.0,1.0,,,,,
420,1746848,3360,0.008877020265969864,0.75,0.75,,,,,
421,1751208,3368,0.010131641716206334,0.875,0.875,,,,,
422,1754352,3376,0.007667071996406054,0.875,0.875,,,,,
423,1757624,3384,0.010071542750848358,0.625,0.625,,,,,
424,1761024,3392,0.008732707140328796,0.75,0.75,,,,,
425,1764936,3400,0.008404088503240929,0.625,0.625,0.00641240093197196,1.0,1.0,,
426,1768080,3408,0.010348818953006527,0.875,0.875,,,,,
427,1771800,3416,0.01277014008034556,0.625,0.625,,,,,
428,1776480,3424,0.01006851608726555,1.0,1.0,,,,,
429,1779688,3432,0.006701755980974166,0.875,0.875,,,,,
430,1784432,3440,0.006388541827154438,0.875,0.875,,,,,
431,1790072,3448,0.008305305962223607,0.875,0.875,,,,,
432,1795008,3456,0.0038707479715544436,0.875,0.875,,,,,
